row_number,row_id,original_name,original_website,source_used,fetch_status,confidence,fields_updated,fields_left_unknown,old_values,new_values,warnings,notes,timestamp_utc
1,1,Doxacon,www.doxacon.org,none,failed,NONE,,,{},{},"Failed to fetch https://www.doxacon.org: HTTPSConnectionPool(host='www.doxacon.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1028)'))) | Attempted URL variants: https://www.doxacon.org, https://www.doxacon.org/, https://doxacon.org/, http://www.doxacon.org/, http://doxacon.org/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:47:07
2,2,Grand Rapids Comic-Con,www.grcomiccon.com,website,ok,HIGH,website,,"{""website"": ""www.grcomiccon.com""}","{""website"": ""https://www.grcomiccon.com""}",Open Graph/meta tags: Date text contains month words but could not be parsed safely. | Visible page text: Vague/ambiguous date detected ('COMING SOON'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:07
3,3,Heroes Comic Con Stockholm,www.comicconstockholm.se/,website,ok,HIGH,website,,"{""website"": ""www.comicconstockholm.se/""}","{""website"": ""https://www.comicconstockholm.se/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:07
4,4,Rhode Island Comic Con,www.ricomiccon.com,website,ok,HIGH,website,,"{""website"": ""www.ricomiccon.com""}","{""website"": ""https://www.ricomiccon.com""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:08
5,5,Twin Cities Con,www.twincitiescon.com,website,ok,HIGH,website,,"{""website"": ""www.twincitiescon.com""}","{""website"": ""https://www.twincitiescon.com""}",Visible page text: Vague/ambiguous date detected ('TBD'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:08
6,6,AugustaCon,theaugustacon.com/,website,partial,HIGH,website,,"{""website"": ""theaugustacon.com/""}","{""website"": ""http://theaugustacon.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:23
7,7,Akron Comicon,www.akroncomicon.com/,website,ok,HIGH,website,,"{""website"": ""www.akroncomicon.com/""}","{""website"": ""https://www.akroncomicon.com/""}",Open Graph/meta tags: Date text contains month words but could not be parsed safely. | Visible page text: Vague/ambiguous date detected ('TBD'). | Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:23
8,8,Collect-A-Con Houston,collectaconusa.com/,website,ok,NONE,,,{},{},Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:47:23
9,9,NC Comicon: Bull City,www.nccomicon.com/,website,partial,HIGH,website,,"{""website"": ""www.nccomicon.com/""}","{""website"": ""https://nccomicon.com/""}",Open Graph/meta tags: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:24
10,10,Supanova Comic Con & Gaming - Adelaide,www.supanova.com.au/,website,ok,HIGH,website,,"{""website"": ""www.supanova.com.au/""}","{""website"": ""https://www.supanova.com.au/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:24
11,11,TriCityComicCon  Postponed,www.myticketing.pro/event/tricitycomiccon,website,ok,HIGH,website,,"{""website"": ""www.myticketing.pro/event/tricitycomiccon""}","{""website"": ""https://www.myticketing.pro/event/tricitycomiccon""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:25
12,12,Tyler Comic Con,tylercomiccon.com/,website,ok,HIGH,website,,"{""website"": ""tylercomiccon.com/""}","{""website"": ""https://tylercomiccon.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:27
13,13,Angus ComiCon,www.popculturecanada.ca,website,ok,HIGH,website,,"{""website"": ""www.popculturecanada.ca""}","{""website"": ""https://www.popculturecanada.ca/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:28
14,14,Comic Book & Non-Sports Card Show,shoffpromotions.com/,website,ok,HIGH,website,,"{""website"": ""shoffpromotions.com/""}","{""website"": ""https://shoffpromotions.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:29
15,15,Near Mint Sundays,pineapplesdocumentation.com/,none,failed,NONE,,,{},{},Failed to fetch https://pineapplesdocumentation.com/: HTTP 404 | Attempted URL variants: https://pineapplesdocumentation.com/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:47:31
16,16,New Egypt Comic Book & Toy Show,comic-lair.com/show/,website,ok,HIGH,website,,"{""website"": ""comic-lair.com/show/""}","{""website"": ""https://comic-lair.com/show/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:32
17,17,Pulp Adventurecon,pulp-adventurecon.square.site/,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:47:33
18,18,All C's Fan Expo,allcscollectibles.com/,website,ok,HIGH,website,,"{""website"": ""allcscollectibles.com/""}","{""website"": ""https://www.allcscollectibles.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:35
19,19,Memphis Comic and Fantasy Convention,memphiscfc.com/home/,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:47:49
20,20,Motor City Comic Con,theaugustacon.com/,website,partial,HIGH,website,,"{""website"": ""theaugustacon.com/""}","{""website"": ""http://theaugustacon.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:47:55
21,21,Rangerstop Convention,www.rangerstoporlando.com/,website,ok,HIGH,website,,"{""website"": ""www.rangerstoporlando.com/""}","{""website"": ""https://www.diariozm.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:00
22,22,Grit City Comic Show,gritcitycomicshow.com/,website,ok,HIGH,website,,"{""website"": ""gritcitycomicshow.com/""}","{""website"": ""https://gritcitycomicshow.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:03
23,23,Kids Con New England,kidsconne.com/,website,ok,HIGH,website,,"{""website"": ""kidsconne.com/""}","{""website"": ""https://kidsconne.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:05
24,24,"Sports Card, Comic Book, Pokemon & Collectibles Expo",757cardshows.com/,website,ok,NONE,,,{},{},Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:48:06
25,25,Lawton Super Con,www.superanimefest.com/copy-of-jan-29-30-wichita-falls,website,ok,HIGH,website,,"{""website"": ""www.superanimefest.com/copy-of-jan-29-30-wichita-falls""}","{""website"": ""https://www.superanimefest.com/ama""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:08
26,26,One-Con  Cancelled,www.theonecon.com/,none,failed,NONE,,,{},{},"Failed to fetch https://www.theonecon.com/: HTTPSConnectionPool(host='www.theonecon.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.theonecon.com', port=443): Failed to resolve 'www.theonecon.com' ([Errno 11001] getaddrinfo failed)"")) | Attempted URL variants: https://www.theonecon.com/, https://theonecon.com/, http://www.theonecon.com/, http://theonecon.com/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:48:10
27,27,QuadCon Peoria,quadcitycon.com/,website,ok,HIGH,website,,"{""website"": ""quadcitycon.com/""}","{""website"": ""https://quadcitycon.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:11
28,28,Rocky Mountain Con,www.rockymountaincon.com/,none,failed,NONE,,,{},{},"Failed to fetch https://www.rockymountaincon.com/: HTTPSConnectionPool(host='www.rockymountaincon.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.rockymountaincon.com'. (_ssl.c:1028)""))) | Attempted URL variants: https://www.rockymountaincon.com/, https://rockymountaincon.com/, http://www.rockymountaincon.com/, http://rockymountaincon.com/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:48:14
29,29,Supanova Comic Con & Gaming - Brisbane,www.supanova.com.au/,website,ok,HIGH,website,,"{""website"": ""www.supanova.com.au/""}","{""website"": ""https://www.supanova.com.au/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:14
30,30,TORG Gaming Expo,www.torgevents.com/,website,ok,NONE,,,{},{},Visible page text: Vague/ambiguous date detected ('COMING SOON'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:48:15
31,31,Canadian ToyCon,www.gtacons.com/,none,failed,NONE,,,{},{},"Failed to fetch https://www.gtacons.com/: HTTPSConnectionPool(host='www.gtacons.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.gtacons.com'. (_ssl.c:1028)""))) | Attempted URL variants: https://www.gtacons.com/, https://gtacons.com/, http://www.gtacons.com/, http://gtacons.com/ | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:48:19
32,32,Capital Trade Shows,capitaltradeshows.com/,website,partial,HIGH,website,,"{""website"": ""capitaltradeshows.com/""}","{""website"": ""https://www.capitaltradeshows.ca""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:24
33,33,Philcon,philcon.org/,website,ok,HIGH,website,,"{""website"": ""philcon.org/""}","{""website"": ""https://philcon.org/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:25
34,34,CompassCon: Newmarket,compassconevents.ca/,website,ok,HIGH,website,,"{""website"": ""compassconevents.ca/""}","{""website"": ""https://www.compassconevents.ca""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:27
35,35,Kelowna ComiCon,www.kelownacomicon.com/,website,ok,NONE,,,{},{},Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:48:28
36,36,Village Con,jerseyshorecomicbookshow.com/,website,ok,HIGH,website,,"{""website"": ""jerseyshorecomicbookshow.com/""}","{""website"": ""https://jerseyshorecomicbookshow.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:29
37,37,Blue Hen Comic Con,bluehencomiccon.com/,website,ok,HIGH,website,,"{""website"": ""bluehencomiccon.com/""}","{""website"": ""https://omniverseevents.com/home/events/bluehencomiccon/""}",Visible page text: Vague/ambiguous date detected ('Coming Soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:32
38,38,ConFluence,publicfunctionary.org/confluence-mn,none,failed,NONE,,,{},{},Failed to fetch https://publicfunctionary.org/confluence-mn: HTTP 404 | Attempted URL variants: https://publicfunctionary.org/confluence-mn | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:48:33
39,39,Heroes Dutch Comic Con,www.dutchcomiccon.com/,website,ok,HIGH,website,,"{""website"": ""www.dutchcomiccon.com/""}","{""website"": ""https://www.dutchcomiccon.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:35
40,40,QuadCon Madison,quadcitycon.com/,website,ok,HIGH,website,,"{""website"": ""quadcitycon.com/""}","{""website"": ""https://quadcitycon.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:35
41,41,Saratoga Comic Con,saratogacomiccon.com/,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:48:36
42,42,Vienna Comic Con,viecc.com/,website,ok,HIGH,website,,"{""website"": ""viecc.com/""}","{""website"": ""https://viecc.com/""}",Open Graph/meta tags: Date text contains month words but could not be parsed safely. | Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:38
43,43,Buckeye Comic Con,www.harpercomics.com/conventions.php?show=13&date=223,website,ok,HIGH,website,,"{""website"": ""www.harpercomics.com/conventions.php?show=13&date=223""}","{""website"": ""https://www.harpercomics.com/conventions.php?show=13&date=223""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:39
44,44,CharlestonCon,charlestoncon.com/,website,partial,HIGH,website,,"{""website"": ""charlestoncon.com/""}","{""website"": ""http://charlestoncon.com/""}",Visible page text: Vague/ambiguous date detected ('Coming Soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:46
45,45,Frederick Maryland Comic Con,shoffpromotions.com/,website,ok,HIGH,website,,"{""website"": ""shoffpromotions.com/""}","{""website"": ""https://shoffpromotions.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:46
46,46,Lake County Comic Convention,www.lakecountycomiccon.com/,website,ok,HIGH,website,,"{""website"": ""www.lakecountycomiccon.com/""}","{""website"": ""https://www.lakecountycomiccon.com/""}",Visible page text: Vague/ambiguous date detected ('TBD'). | Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:49
47,47,Fan Expo San Francisco,fanexpohq.com/fanexposanfrancisco/,website,ok,HIGH,year;country;website,,"{""country"": ""USA"", ""website"": ""fanexpohq.com/fanexposanfrancisco/"", ""year"": ""2023""}","{""country"": ""US"", ""website"": ""https://fanexpohq.com/fanexposanfrancisco/"", ""year"": ""2026""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence,,2026-05-08T16:48:50
48,48,GalactiCon,www.galacticondenver.com/,website,ok,HIGH,website,,"{""website"": ""www.galacticondenver.com/""}","{""website"": ""https://www.galacticondenver.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:48:51
49,49,NorthEast ComicCon & Collectibles Extravaganza,necomiccons.com/,website,ok,NONE,,,{},{},Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:48:55
